15,42,35,20.45,0,0,0,0,0,0,-8.08,5.45,5.18,18.27,-48.45,-2.24,-0.06,-0.16,-0.13,24.6,1025.6
15,42,35,20.55,0,0,0,0,0,0,-8.39,6.67,4.16,16.18,-51.64,1.63,-0.21,-0.05,-0.05,24.6,1025.56
15,42,35,20.65,0,0,0,0,0,0,-7.65,5.06,5.45,15.09,-51.82,0.51,-0.34,-0.14,0.04,24.6,1025.64
15,42,35,20.75,0,0,0,0,0,0,-7.73,5.02,5.26,14.45,-51.09,-3.98,-0.15,-0.14,0.14,24.6,1025.6
15,42,36,20.85,0,0,0,0,0,0,-7.34,4.98,4.86,15.55,-50.45,-5.41,-0.2,-0.03,0.18,24.6,1025.66
15,42,36,20.95,0,0,0,0,0,0,-7.92,4.86,4.94,15.36,-50.27,-7.96,0.16,0.1,0.04,24.6,1025.65
15,42,36,21.05,0,0,0,0,0,0,-7.37,4.24,4.59,14.55,-50,-8.67,0.11,0.07,0.06,24.6,1025.64
15,42,36,21.16,0,0,0,0,0,0,-7.45,4.55,5.57,18.45,-46.18,-11.22,0,0.09,-0.03,24.6,1025.68
15,42,36,21.26,0,0,0,0,0,0,-7.57,5.06,5.22,18.36,-45.55,-11.84,0.21,-0.11,0.05,24.6,1025.64
15,42,36,21.36,0,0,0,0,0,0,-7.53,4.94,4.67,16.27,-47.27,-9.8,0.24,-0.06,0.09,24.6,1025.62
15,42,36,21.46,0,0,0,0,0,0,-7.61,5.06,4.12,15.27,-48.09,-8.67,0.14,-0.06,-0.11,24.6,1025.62
